,Pathogen,Numlist,StudyNum,Study,Author,year,Gene_ID,Virulence_factor,Disease_Variable_Recat,Mutant_dis_mean,Mutant_dis_mean_stand,Mutant_sdcal,Mutant_dis_sd,Mutant_dis_sd_stand,Mutant_N,SE_SD,Wildtype_dis_mean,Wildtype_dis_mean_stand,Wildtype_sdcal,Wildtype_dis_sd,Wildtype_dis_sd_stand,Wildtype_N,Infection_Strategy,Necrotrophic,Saprophytic,Hemibiotrophic,Biotrophic,Class of Host being affected,Fruits,Field,Woody,Ornamental,Mode of transmission,Air,Soil,Water,Host tissue target,Leaves/stem,Fruits/Flower,Root/Vascular,Seeds/grains,Type of disease,Cohen_d,perchange
147,Botrytis cinerea,533,61,Necrotizing activity of five Botrytis cinerea endopolygalacturonases produced in Pichia pastoris: Necrotizing activity of BcPGs,Kars,2005,BcPGs,Enzymes,lesion size 1D,4.4,0.44,,1.4,0.14,90,sd,9.9,0.99,0,2.1,0.21,90,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-3.081824981,-0.555555556
151,Botrytis cinerea,535,61,Necrotizing activity of five Botrytis cinerea endopolygalacturonases produced in Pichia pastoris: Necrotizing activity of BcPGs,Kars,2005,BcPGs,Enzymes,lesion size 1D,13.1,1.31,,3,0.3,90,sd,27.4,2.74,0,4.4,0.44,90,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-3.79750122,-0.52189781
141,Botrytis cinerea,530,61,Necrotizing activity of five Botrytis cinerea endopolygalacturonases produced in Pichia pastoris: Necrotizing activity of BcPGs,Kars,2005,BcPGs,Enzymes,lesion size 1D,3,0.3,,0.5,0.05,48,sd,4.3,0.43,0,1.3,0.13,48,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/Fruits/flower,1,1,0,0,grey mould,-1.319950015,-0.302325581
244,Colletotrichum orbiculare,527,59,Establishment of a selection marker recycling system for sequential transformation of the plant‚Äêpathogenic fungus <i>Colletotrichum orbiculare</i>,Kumakura,2019,URA3,Effector,lesion size 2D,0,,3.373493976,0,,13,sd,1.001411765,1.000705634,1.090352941,8.89E-02,,13,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem,1,0,0,0,anthracnose,,
459,Sclerotinia sclerotiorum,526,58,Sclerotinia sclerotiorum SsCut1 Modulates Virulence and Cutinase Activity,Gong,2022,SsCut1,Enzymes,lesion size 2D,0.193931398,0.440376428,0.245382586,5.15E-02,0.226828541,4,sd,0.890501319,0.943663774,0.961741425,7.12E-02,0.266908422,4,Necrotrophic,1,0,0,0,Field,0,1,0,0,Airborne/soilborne,1,0,0,Leaves/stem/fruits,1,1,0,0,soft rot/white mold,-2.032002032,-0.533333333
458,Sclerotinia sclerotiorum,525,58,Sclerotinia sclerotiorum SsCut1 Modulates Virulence and Cutinase Activity,Gong,2022,SsCut1,Enzymes,lesion size 2D,5.910224439,2.431095317,6.209476309,0.29925187,0.547039185,4,sd,8.927680798,2.987922489,9.526184539,0.598503741,0.773630235,4,Necrotrophic,1,0,0,0,Field,0,1,0,0,Airborne/soilborne,1,0,0,Leaves/stem/fruits,1,1,0,0,soft rot/white mold,-0.831105878,-0.18635931
211,Colletotrichum gloeosporioides,363,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,0,0,0.609756098,0.609756098,0.609756098,3,se,7.926829268,7.926829268,9.146341463,1.219512195,1.219512195,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-8.221921916,-1
221,Colletotrichum gloeosporioides,362,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,0,0,1.219512195,1.219512195,1.219512195,3,se,7.926829268,7.926829268,9.146341463,1.219512195,1.219512195,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-6.5,-1
230,Colletotrichum gloeosporioides,373,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,3.658536585,3.658536585,4.87804878,1.219512195,1.219512195,3,se,75.6097561,75.6097561,79.26829268,3.658536585,3.658536585,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-26.38560214,-0.951612903
217,Colletotrichum gloeosporioides,369,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,2.43902439,2.43902439,3.658536585,1.219512195,1.219512195,3,se,37.19512195,37.19512195,39.63414634,2.43902439,2.43902439,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-18.02498266,-0.93442623
224,Colletotrichum gloeosporioides,383,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,6.097560976,6.097560976,6.707317073,0.609756098,0.609756098,3,se,66.46341463,66.46341463,67.07317073,0.609756098,0.609756098,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-98.99999992,-0.908256881
226,Colletotrichum gloeosporioides,371,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,3.658536585,3.658536585,4.87804878,1.219512195,1.219512195,3,se,37.19512195,37.19512195,39.63414634,2.43902439,2.43902439,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-17.39252713,-0.901639344
232,Colletotrichum gloeosporioides,374,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,7.926829268,7.926829268,9.146341463,1.219512195,1.219512195,3,se,75.6097561,75.6097561,79.26829268,3.658536585,3.658536585,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-24.82035455,-0.89516129
239,Colletotrichum gloeosporioides,384,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,7.317073171,7.317073171,8.536585366,1.219512195,1.219512195,3,se,66.46341463,66.46341463,67.07317073,0.609756098,0.609756098,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-61.3481866,-0.889908257
234,Colletotrichum gloeosporioides,375,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,8.536585366,8.536585366,9.146341463,0.609756098,0.609756098,3,se,75.6097561,75.6097561,79.26829268,3.658536585,3.658536585,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-25.57448053,-0.887096774
219,Colletotrichum gloeosporioides,370,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,4.268292683,4.268292683,5.487804878,1.219512195,1.219512195,3,se,37.19512195,37.19512195,39.63414634,2.43902439,2.43902439,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-17.07629937,-0.885245902
213,Colletotrichum gloeosporioides,367,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,2.43902439,2.43902439,3.048780488,0.609756098,0.609756098,3,se,15.85365854,15.85365854,17.07317073,1.219512195,1.219512195,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-13.91402171,-0.846153846
214,Colletotrichum gloeosporioides,365,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,2.43902439,2.43902439,3.048780488,0.609756098,0.609756098,3,se,15.85365854,15.85365854,17.07317073,1.219512195,1.219512195,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-13.91402171,-0.846153846
238,Colletotrichum gloeosporioides,390,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,5.555555556,5.555555556,6.25,0.694444444,0.694444444,3,se,34.02777778,34.02777778,35.41666667,1.388888889,1.388888889,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-25.93067682,-0.836734694
243,Colletotrichum gloeosporioides,388,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,15.27777778,15.27777778,15.97222222,0.694444444,0.694444444,3,se,81.25,81.25,81.94444444,0.694444444,0.694444444,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-95.00000006,-0.811965812
216,Colletotrichum gloeosporioides,366,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,3.048780488,3.048780488,4.268292683,1.219512195,1.219512195,3,se,15.85365854,15.85365854,17.07317073,1.219512195,1.219512195,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-10.5,-0.807692308
235,Colletotrichum gloeosporioides,381,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,5.487804878,5.487804878,6.707317073,1.219512195,1.219512195,3,se,25,25,26.2195122,1.219512195,1.219512195,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-16,-0.780487805
220,Colletotrichum gloeosporioides,361,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,1.829268293,1.829268293,2.43902439,0.609756098,0.609756098,3,se,7.926829268,7.926829268,9.146341463,1.219512195,1.219512195,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-6.324555319,-0.769230769
233,Colletotrichum gloeosporioides,380,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,6.097560976,6.097560976,6.707317073,0.609756098,0.609756098,3,se,25,25,26.2195122,1.219512195,1.219512195,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-19.60612149,-0.756097561
229,Colletotrichum gloeosporioides,392,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,19.44444444,19.44444444,20.13888889,0.694444444,0.694444444,3,se,64.58333333,64.58333333,65.27777778,0.694444444,0.694444444,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-65.00000004,-0.698924731
227,Colletotrichum gloeosporioides,378,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,3.658536585,3.658536585,4.87804878,1.219512195,1.219512195,3,se,11.58536585,11.58536585,12.80487805,1.219512195,1.219512195,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-6.499999998,-0.684210526
225,Colletotrichum gloeosporioides,377,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,4.268292683,4.268292683,4.87804878,0.609756098,0.609756098,3,se,11.58536585,11.58536585,12.80487805,1.219512195,1.219512195,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-7.58946638,-0.631578947
242,Colletotrichum gloeosporioides,386,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,12.5,12.5,13.88888889,1.388888889,1.388888889,3,se,23.61111111,23.61111111,24.30555556,0.694444444,0.694444444,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-10.11928851,-0.470588235
215,Colletotrichum gloeosporioides,368,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,26.82926829,26.82926829,28.65853659,1.829268293,1.829268293,3,se,37.19512195,37.19512195,39.63414634,2.43902439,2.43902439,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-4.808326113,-0.278688525
218,Colletotrichum gloeosporioides,360,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,6.097560976,6.097560976,7.317073171,1.219512195,1.219512195,3,se,7.926829268,7.926829268,9.146341463,1.219512195,1.219512195,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-1.5,-0.230769231
212,Colletotrichum gloeosporioides,364,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,14.02439024,14.02439024,14.02439024,0,0,3,se,15.85365854,15.85365854,17.07317073,1.219512195,1.219512195,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-2.121320352,-0.115384616
228,Colletotrichum gloeosporioides,372,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,67.07317073,67.07317073,68.90243902,1.829268293,1.829268293,3,se,75.6097561,75.6097561,79.26829268,3.658536585,3.658536585,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-2.951459151,-0.112903226
237,Colletotrichum gloeosporioides,385,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,22.22222222,22.22222222,23.61111111,1.388888889,1.388888889,3,se,23.61111111,23.61111111,24.30555556,0.694444444,0.694444444,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-1.264911065,-0.058823529
240,Colletotrichum gloeosporioides,391,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,63.88888889,63.88888889,64.58333333,0.694444444,0.694444444,3,se,64.58333333,64.58333333,65.27777778,0.694444444,0.694444444,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-0.999999994,-0.010752688
241,Colletotrichum gloeosporioides,387,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,80.55555556,80.55555556,81.94444444,1.388888889,1.388888889,3,se,81.25,81.25,81.94444444,0.694444444,0.694444444,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,-0.632455528,-0.008547008
236,Colletotrichum gloeosporioides,389,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,34.02777778,34.02777778,35.41666667,1.388888889,1.388888889,3,se,34.02777778,34.02777778,35.41666667,1.388888889,1.388888889,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,0,0
222,Colletotrichum gloeosporioides,382,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,68.29268293,68.29268293,70.12195122,1.829268293,1.829268293,3,se,66.46341463,66.46341463,67.07317073,0.609756098,0.609756098,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,1.341640792,0.027522936
223,Colletotrichum gloeosporioides,376,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,12.19512195,12.19512195,14.02439024,1.829268293,1.829268293,3,se,11.58536585,11.58536585,12.80487805,1.219512195,1.219512195,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,0.392232272,0.052631579
231,Colletotrichum gloeosporioides,379,33,Host-induced silencing of the Colletotrichum gloeosporioides conidial morphology 1 gene (CgCOM1) confers resistance against Anthracnose disease in chilli and tomato,Mahto,2020,CgCOM1,Effector,lesion size 1D,27.43902439,27.43902439,28.65853659,1.219512195,1.219512195,3,se,25,25,26.2195122,1.219512195,1.219512195,3,Hemibiotrophic,0,0,1,0,Fruits,1,0,0,0,Water,0,0,1,Leaves/stem/fruits,1,1,0,0,anthracnose,2,0.097560976
4,Alternaria alternata,453,44,Melanin synthesis gene Aapks contributes to appressorium formation stress response cell well integrity and virulence in Alternaria alternata,Li,2023,Aapks,Enzymes,lesion size 1D,2.243975904,2.243975904,2.439759036,0.195783133,0.195783133,27,se,3.343373494,3.343373494,3.493975904,0.15060241,0.15060241,,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/stems,1,0,0,0,"leaf spots, rot and blight",,-0.328828829
2,Alternaria alternata,451,44,Melanin synthesis gene Aapks contributes to appressorium formation stress response cell well integrity and virulence in Alternaria alternata,Li,2023,Aapks,Enzymes,lesion size 1D,1.942771084,1.942771084,2.093373494,0.15060241,0.15060241,27,se,2.725903614,2.725903614,2.906626506,0.180722892,0.180722892,,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/stems,1,0,0,0,"leaf spots, rot and blight",,-0.287292818
1,Alternaria alternata,449,44,Melanin synthesis gene Aapks contributes to appressorium formation stress response cell well integrity and virulence in Alternaria alternata,Li,2023,Aapks,Enzymes,lesion size 1D,1.114457831,1.114457831,1.234939759,0.120481928,0.120481928,27,se,1.445783133,1.445783133,1.551204819,0.105421687,0.105421687,,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/stems,1,0,0,0,"leaf spots, rot and blight",,-0.229166667
3,Alternaria alternata,450,44,Melanin synthesis gene Aapks contributes to appressorium formation stress response cell well integrity and virulence in Alternaria alternata,Li,2023,Aapks,Enzymes,lesion size 1D,1.385542169,1.385542169,1.490963855,0.105421687,0.105421687,27,se,1.445783133,1.445783133,1.551204819,0.105421687,0.105421687,,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/stems,1,0,0,0,"leaf spots, rot and blight",,-0.041666667
6,Alternaria alternata,454,44,Melanin synthesis gene Aapks contributes to appressorium formation stress response cell well integrity and virulence in Alternaria alternata,Li,2023,Aapks,Enzymes,lesion size 1D,3.253012048,3.253012048,3.373493976,0.120481928,0.120481928,27,se,3.343373494,3.343373494,3.493975904,0.15060241,0.15060241,,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/stems,1,0,0,0,"leaf spots, rot and blight",,-0.027027027
5,Alternaria alternata,452,44,Melanin synthesis gene Aapks contributes to appressorium formation stress response cell well integrity and virulence in Alternaria alternata,Li,2023,Aapks,Enzymes,lesion size 1D,2.680722892,2.680722892,2.861445783,0.180722892,0.180722892,27,se,2.725903614,2.725903614,2.906626506,0.180722892,0.180722892,,Necrotrophic,1,0,0,0,Fruits/ornamental/woody,0,0,1,1,Air,1,0,0,Leaves/stems,1,0,0,0,"leaf spots, rot and blight",,-0.016574585
